conclusion_number,conclusion_date,incident_date,incident_type,incident_description,fatalities,fatalities_description,area,registry,aircraft_type,aircraft_info,area_info,crew,deaths_crew_members,seriously_injured_crew_members,passengers,deaths_passengers,seriously_injured_passengers,other_deaths,other_injuries,aircraft_type2,Year,percentage_deaths_to_all_incidents
06/2007,2007-09-09,2006-05-11,ΑΤΥΧΗΜΑ,Ελαφρύ αεροπλάνο αντιμετώπισε διατμητικό άνεμο κατά την προσγείωση με αποτέλεσμα να υποστεί ζημιές,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Πεδιο Προσγειωσης Κολχικου / Λαγκαδα,,Αεροπλάνο,Μικρό / Ελαφρύ,ΠΕΔΙΟ ΠΡΟΣΓΕΙΩΣΗΣ ΚΟΛΧΙΚΟΥ / ΛΑΓΚΑΔΑΝηολόγιο(α): SX-APZΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2006,
05/2007,2007-04-18,2005-09-08,ΣΥΜΒΑΝ,Ελαφρύ αεροπλάνο εξήλθε του διαδρόμου κατά την προσγείωση,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Κρατικός Αερολιμένας Αστυπάλαιας,SX-AOY,Αεροπλάνο,Μικρό / Ελαφρύ,Κρατικός Αερολιμένας ΑστυπάλαιαςΝηολόγιο(α): SX-AOYΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2005,
04/2007,2007-03-28,2006-05-28,ΑΤΥΧΗΜΑ,Αλεξιπτωτιστής πλαγιάς βρέθηκε θανάσιμα τραυματισμένος 160 μέτρα από το πεδίο προσγείωσης,Θανάσιμος τραυματισμός,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=1          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,"Περιοχή ""Κερασιές"" Όρους Βόρα",,Αλεξίπτωτο,Αλεξίπτωτο Πλαγιάς,"Περιοχή ""Κερασιές"" όρους ΒόραΝηολόγιο(α): -Αλεξίπτωτο Πλαγιάς",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Αλεξίπτωτο,2006,
03/2007,2007-07-03,2006-08-26,ΑΤΥΧΗΜΑ,Ανώμαλη επαφή μικρού αεροπλάνου με το διάδρομο προσγείωσης με αναπηδήσεις και έξοδο,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Δημοτικος Αερολιμενας Καστελλοριζου (Lgkj),,Αεροπλάνο,Μικρό / Ελαφρύ,ΔΗΜΟΤΙΚΟΣ ΑΕΡΟΛΙΜΕΝΑΣ ΚΑΣΤΕΛΛΟΡΙΖΟΥ (LGKJ)Νηολόγιο(α): SX-BSAΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2006,
02/2007,2007-02-21,2003-04-21,ΑΤΥΧΗΜΑ,Ανώμαλη επαφή υπερελαφρού αεροπλάνου με το διάδρομο προσγείωσης λόγω πρότερης σύγκρουσης με εμπόδιο πριν την προσγείωση,Μικρός τραυματισμός,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Περιοχή Μαλάδων Ηρακλείου Κρήτης,,Αεροπλάνο,Υπερελαφρύ,Περιοχή Μαλάδων Ηρακλείου ΚρήτηςΝηολόγιο(α): I-5916ΑεροπλάνοΥπερελαφρύ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2003,
01/2007,2007-01-24,2006-08-30,ΑΤΥΧΗΜΑ,Άνοιγμα της πίσω αριστερής πόρτας επιβατικού υδροπλάνου κατά την απογείωση,Σοβαρός τραυματισμός,      Πλήρωμα=2                       Επιβάτες=15    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=1                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Υδατοδρομιο Παξων,,Αεροπλάνο,Μικρό / Ελαφρύ,ΥΔΑΤΟΔΡΟΜΙΟ ΠΑΞΩΝΝηολόγιο(α): SX-BMGΑεροπλάνοΜικρό / Ελαφρύ,2.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,Αεροπλάνο,2006,
16/2006,2006-12-13,2006-03-26,ΑΤΥΧΗΜΑ,Προσγείωση αεροπλάνου με το σύστημα προσγείωσης σε θέση πάνω (όχι εκτεταμένο),Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=2    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Κρατικος Αερολιμενας Θεσσαλονικης «Μακεδονια»,,Αεροπλάνο,Μικρό / Ελαφρύ,ΚΡΑΤΙΚΟΣ ΑΕΡΟΛΙΜΕΝΑΣ ΘΕΣΣΑΛΟΝΙΚΗΣ «ΜΑΚΕΔΟΝΙΑ»Νηολόγιο(α): SX - AVBΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2006,
13/2006,2006-11-14,2005-08-14,ΑΤΥΧΗΜΑ,Βαριά προσγείωση ελικοπτέρου εναέριων εργασιών πλύσης πυλώνων Ηλεκτρισμού,Μικρός τραυματισμός,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Περιοχη Μαλαδες Ηρακλειο Κρητης,,Ελικόπτερο,Μικρό / Ελαφρύ,ΠΕΡΙΟΧΗ ΜΑΛΑΔΕΣ ΗΡΑΚΛΕΙΟ ΚΡΗΤΗΣΝηολόγιο(α): F-GZGMΕλικόπτεροΜικρό / Ελαφρύ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Ελικόπτερο,2005,
11/2006,2006-04-10,2005-08-14,ΑΤΥΧΗΜΑ,Συντριβή επιβατικού αεροπλάνου αερογραμμών συνέπεια αποσυμπίεσης της καμπίνας και αδυναμίας χειρισμού του αεροπλάνου από το πλήρωμα διακυβέρνησης λόγω υποξίας,Θανάσιμος τραυματισμός,      Πλήρωμα=6                       Επιβάτες=115    Θάνατοι Πληρώματος=6          Θάνατοι Επιβατών=115Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,"Λοφώδης Περιοχή Πλησίον Κωμόπολης Γραμματικού, Περίπου 33 Km Βορειοδυτικά Του Διεθνούς Αεροδρομίου Αθηνών 38Ο 13.894’Β, 23Ο 58,214’Α",5B-DBY,Αεροπλάνο,Μεγάλο,"Λοφώδης περιοχή πλησίον κωμόπολης Γραμματικού, περίπου 33 km βορειοδυτικά του Διεθνούς Αεροδρομίου Αθηνών 38ο 13.894’Β, 23ο 58,214’ΑΝηολόγιο(α): 5B-DBYΑεροπλάνοΜεγάλο",6.0,6.0,0.0,115.0,115.0,0.0,0.0,0.0,Αεροπλάνο,2005,
09/2006,2006-07-18,2005-01-31,ΣΥΜΒΑΝ,Επιβατικό αεροπλάνο εξήλθε του τέλους του διαδρόμου κατά την προσγείωση,Χωρίς Τραυματισμό,      Πλήρωμα=4                       Επιβάτες=23    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Κρατικός Αερολιμένας Σαντορίνης,SX-DVA,Αεροπλάνο,Μεγάλο,Κρατικός Αερολιμένας ΣαντορίνηςΝηολόγιο(α): SX-DVAΑεροπλάνοΜεγάλο,4.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2005,
06/2006,2006-04-28,2005-05-28,ΑΤΥΧΗΜΑ,Συντριβή μικρού αεροπλάνου κατά την τελική προσέγγιση λόγω απώλειας στήριξης,Σοβαρός τραυματισμός,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=1      Σοβ. Τραυμ. επιβατών=1                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Πεδιο Προσγειωσης Κωπαϊδας,,Αεροπλάνο,Μικρό / Ελαφρύ,ΠΕΔΙΟ ΠΡΟΣΓΕΙΩΣΗΣ ΚΩΠΑΪΔΑΣΝηολόγιο(α): SX-ADWΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,Αεροπλάνο,2005,
02/2006,2006-01-02,2004-05-12,ΑΤΥΧΗΜΑ,Τραυματισμός επιβατών και πληρώματος καμπίνας λόγω αναταράξεων σε πτήση αερογραμμής,Σοβαρός τραυματισμός,      Πλήρωμα=5                       Επιβάτες=57    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=1                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,50Ν.Μ. Ν.Δ. Lsv Vor Επί Του Αεροδιαδρόμου G8,SX-DVF,Αεροπλάνο,Μεγάλο,50ν.μ. Ν.Δ. LSV VOR επί του αεροδιαδρόμου G8Νηολόγιο(α): SX-DVFΑεροπλάνοΜεγάλο,5.0,0.0,0.0,57.0,0.0,1.0,0.0,0.0,Αεροπλάνο,2004,
16/2005,2005-12-22,2004-02-15,ΣΥΜΒΑΝ,Επιβατικό αεροπλάνο κατά την τροχοδρόμηση χτύπησε τον κινητήρα του σε συσσωρευμένο χιόνι,Χωρίς Τραυματισμό,      Πλήρωμα=12                       Επιβάτες=158    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Διεθνής Αερολιμένας Αθηνών,5B-DBS,Αεροπλάνο,Μεγάλο,Διεθνής Αερολιμένας ΑθηνώνΝηολόγιο(α): 5B-DBSΑεροπλάνοΜεγάλο,12.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2004,
15/2005,2005-12-22,2004-02-14,ΣΥΜΒΑΝ,Επιβατικό αεροπλάνο κατά την τροχοδρόμηση χτύπησε τον κινητήρα του σε συσσωρευμένο χιόνι,Χωρίς Τραυματισμό,      Πλήρωμα=15                       Επιβάτες=141    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Διεθνής Αερολιμένας Αθηνών,A6-EKY,Αεροπλάνο,Μεγάλο,Διεθνής Αερολιμένας ΑθηνώνΝηολόγιο(α): A6-EKYΑεροπλάνοΜεγάλο,15.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2004,
14/2005,2005-12-22,2004-02-14,ΣΥΜΒΑΝ,Ζημιά σε κινητήρα επιβατικού αεροπλάνου κατά τον εκχιονισμό,Χωρίς Τραυματισμό,      Πλήρωμα=18                       Επιβάτες=143    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Διεθνής Αερολιμένας Αθηνών,HS-TMG,Αεροπλάνο,Μεγάλο,Διεθνής Αερολιμένας ΑθηνώνΝηολόγιο(α): HS-TMGΑεροπλάνοΜεγάλο,18.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2004,
13/2005,2005-11-29,2005-01-28,ΣΥΜΒΑΝ,Μη φυσιολογική επαφή με το διάδρομο προσγείωσης επιβατικού αεροπλάνου,Χωρίς Τραυματισμό,      Πλήρωμα=6                       Επιβάτες=70    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Κρατικός Αερολιμένας Ρόδου,SX-BGW,Αεροπλάνο,Μεγάλο,Κρατικός Αερολιμένας ΡόδουΝηολόγιο(α): SX-BGWΑεροπλάνοΜεγάλο,6.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2005,
12/2005,2005-11-22,2004-09-10,ΑΤΥΧΗΜΑ,Τραυματισμός Αλεξιπτωτιστή Πλαγιάς κατά τη διάρκεια των 8ων Πανευρωπαϊκών Αγώνων,Σοβαρός τραυματισμός,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=1      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Β37°56’46.9” A22°03’27” Χίλια Τριακόσια Μέτρα Ανατολικά Πριόλιθου Νομού Αρκαδίας,,Αλεξίπτωτο,Αλεξίπτωτο Πλαγιάς,Β37°56’46.9” A22°03’27” Χίλια τριακόσια μέτρα ανατολικά Πριόλιθου Νομού ΑρκαδίαςΝηολόγιο(α): -Αλεξίπτωτο Πλαγιάς,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Αλεξίπτωτο,2004,
11/2005,2005-10-14,2004-09-10,ΑΤΥΧΗΜΑ,Θανάσιμος τραυματισμός αλεξιπτωτιστή πλαγιάς κατά τη διάρκεια των 8ων Πανευρωπαϊκών Αγώνων,Θανάσιμος τραυματισμός,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=1          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,"«Λακα Του Ξερακι» (Β37°49’12.5” A22°11’46,4”) Στο Όρος Φάλκος Δ.Δ. Δάρα, Δήμου Λεβιδίου Του Νομού Αρκαδίας",,Αλεξίπτωτο,Αλεξίπτωτο Πλαγιάς,"«ΛΑΚΑ ΤΟΥ ΞΕΡΑΚΙ» (Β37°49’12.5” A22°11’46,4”) στο όρος Φάλκος Δ.Δ. Δάρα, Δήμου Λεβιδίου του νομού ΑρκαδίαςΝηολόγιο(α): -Αλεξίπτωτο Πλαγιάς",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Αλεξίπτωτο,2004,
10/2005,2005-10-10,2004-09-10,ΑΤΥΧΗΜΑ,Χειριστής αλεξιπτώτου πλαγιάς κατέπεσε κατά τη διάρκεια πανευρωπαϊκών αγώνων,Σοβαρός τραυματισμός,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=1      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,"Β37°56΄34.7΄΄Α22°02΄57΄΄,4 1 Km Β-Βα, Πριόλιθου Αρκαδίας",,Αλεξίπτωτο,Αλεξίπτωτο Πλαγιάς,"Β37°56΄34.7΄΄Α22°02΄57΄΄,4 1 km Β-ΒΑ, Πριόλιθου ΑρκαδίαςΝηολόγιο(α): -Αλεξίπτωτο Πλαγιάς",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Αλεξίπτωτο,2004,
