conclusion_date1,conclusion_date2,incident_info,incident_type,incident_description,fatalities,fatalities_description,area,registry,aircraft_type,aircraft_info,area_info
09/2007,13/06/2007,"05/11/2006
ΣΥΜΒΑΝ",ΣΥΜΒΑΝ,"<span span="""" uk-icon=""info"" uk-tooltip=""Χτύπημα έλικας ελαφρού αεροπλάνου""><br/></span>",Χωρίς Τραυματισμό,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=1                                        Επιβάτες=0&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Αεροπλάνο,Μικρό / Ελαφρύ,Πεδίο Προσγείωσης Κωπαΐδας ¨ΙΚΑΡΟΣ¨Νηολόγιο(α): SX-ANVΑεροπλάνοΜικρό / Ελαφρύ
08/2007,06/06/2007,"04/09/2006
ΣΥΜΒΑΝ",ΣΥΜΒΑΝ,"<span span="""" uk-icon=""info"" uk-tooltip=""Απώλεια διαχωρισμού επιβατικών αεροπλάνων αερογραμμών με TCAS RA alert""><br/></span>",Χωρίς Τραυματισμό,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=                                        Επιβάτες=&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Αεροπλάνο,Μεγάλο,20ΝΜ Δυτικά του «MILOS/VOR»Νηολόγιο(α): D-AICFΑεροπλάνοΜεγάλο
07/2007,30/05/2007,"15/06/2006
ΣΥΜΒΑΝ",ΣΥΜΒΑΝ,"<span span="""" uk-icon=""info"" uk-tooltip=""Ελαφρύς τραυματισμός επιβάτη κατά την πτήση""><br/></span>",Μικρός τραυματισμός,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=5                                        Επιβάτες=5&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Αεροπλάνο,Μεγάλο,"Εν πτήσει, νότιο ΑιγαίοΝηολόγιο(α): SX-DVEΑεροπλάνοΜεγάλο"
06/2007,09/09/2007,"05/11/2006
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span span="""" uk-icon=""info"" uk-tooltip=""Ελαφρύ αεροπλάνο αντιμετώπισε διατμητικό άνεμο κατά την προσγείωση με αποτέλεσμα να υποστεί ζημιές""><br/></span>",Χωρίς Τραυματισμό,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=1                                        Επιβάτες=0&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Αεροπλάνο,Μικρό / Ελαφρύ,ΠΕΔΙΟ ΠΡΟΣΓΕΙΩΣΗΣ ΚΟΛΧΙΚΟΥ / ΛΑΓΚΑΔΑΝηολόγιο(α): SX-APZΑεροπλάνοΜικρό / Ελαφρύ
05/2007,18/04/2007,"09/08/2005
ΣΥΜΒΑΝ",ΣΥΜΒΑΝ,"<span span="""" uk-icon=""info"" uk-tooltip=""Ελαφρύ αεροπλάνο εξήλθε του διαδρόμου κατά την προσγείωση""><br/></span>",Χωρίς Τραυματισμό,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=1                                        Επιβάτες=0&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Αεροπλάνο,Μικρό / Ελαφρύ,Κρατικός Αερολιμένας ΑστυπάλαιαςΝηολόγιο(α): SX-AOYΑεροπλάνοΜικρό / Ελαφρύ
04/2007,28/03/2007,"28/05/2006
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span span="""" uk-icon=""info"" uk-tooltip=""Αλεξιπτωτιστής πλαγιάς βρέθηκε θανάσιμα τραυματισμένος 160 μέτρα από το πεδίο προσγείωσης""><br/></span>",Θανάσιμος τραυματισμός,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=1                                        Επιβάτες=0&lt;br&gt;     Θάνατοι Πληρώματος=1                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Νηολόγιο(α): -,Αλεξίπτωτο Πλαγιάς,"Περιοχή ""Κερασιές"" όρους ΒόραΝηολόγιο(α): -Αλεξίπτωτο Πλαγιάς"
03/2007,07/03/2007,"26/08/2006
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span span="""" uk-icon=""info"" uk-tooltip=""Ανώμαλη επαφή μικρού αεροπλάνου με το διάδρομο προσγείωσης με αναπηδήσεις και έξοδο""><br/></span>",Χωρίς Τραυματισμό,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=1                                        Επιβάτες=0&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Αεροπλάνο,Μικρό / Ελαφρύ,ΔΗΜΟΤΙΚΟΣ ΑΕΡΟΛΙΜΕΝΑΣ ΚΑΣΤΕΛΛΟΡΙΖΟΥ (LGKJ)Νηολόγιο(α): SX-BSAΑεροπλάνοΜικρό / Ελαφρύ
02/2007,21/02/2007,"21/04/2003
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span span="""" uk-icon=""info"" uk-tooltip=""Ανώμαλη επαφή υπερελαφρού αεροπλάνου με το διάδρομο προσγείωσης λόγω πρότερης σύγκρουσης με εμπόδιο πριν την προσγείωση""><br/></span>",Μικρός τραυματισμός,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=1                                        Επιβάτες=1&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Αεροπλάνο,Υπερελαφρύ,Περιοχή Μαλάδων Ηρακλείου ΚρήτηςΝηολόγιο(α): I-5916ΑεροπλάνοΥπερελαφρύ
01/2007,24/01/2007,"30/08/2006
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span span="""" uk-icon=""info"" uk-tooltip=""Άνοιγμα της πίσω αριστερής πόρτας επιβατικού υδροπλάνου κατά την απογείωση""><br/></span>",Σοβαρός τραυματισμός,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=2                                        Επιβάτες=15&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=1&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Αεροπλάνο,Μικρό / Ελαφρύ,ΥΔΑΤΟΔΡΟΜΙΟ ΠΑΞΩΝΝηολόγιο(α): SX-BMGΑεροπλάνοΜικρό / Ελαφρύ
16/2006,13/12/2006,"26/03/2006
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span span="""" uk-icon=""info"" uk-tooltip=""Προσγείωση αεροπλάνου με το σύστημα προσγείωσης σε θέση πάνω (όχι εκτεταμένο)""><br/></span>",Χωρίς Τραυματισμό,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=1                                        Επιβάτες=2&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Αεροπλάνο,Μικρό / Ελαφρύ,ΚΡΑΤΙΚΟΣ ΑΕΡΟΛΙΜΕΝΑΣ ΘΕΣΣΑΛΟΝΙΚΗΣ «ΜΑΚΕΔΟΝΙΑ»Νηολόγιο(α): SX - AVBΑεροπλάνοΜικρό / Ελαφρύ
13/2006,14/11/2006,"14/08/2005
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span span="""" uk-icon=""info"" uk-tooltip=""Βαριά προσγείωση ελικοπτέρου εναέριων εργασιών πλύσης πυλώνων Ηλεκτρισμού""><br/></span>",Μικρός τραυματισμός,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=1                                        Επιβάτες=1&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Ελικόπτερο,Μικρό / Ελαφρύ,ΠΕΡΙΟΧΗ ΜΑΛΑΔΕΣ ΗΡΑΚΛΕΙΟ ΚΡΗΤΗΣΝηολόγιο(α): F-GZGMΕλικόπτεροΜικρό / Ελαφρύ
11/2006,04/10/2006,"14/08/2005
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span span="""" uk-icon=""info"" uk-tooltip=""Συντριβή επιβατικού αεροπλάνου αερογραμμών συνέπεια αποσυμπίεσης της καμπίνας και αδυναμίας χειρισμού του αεροπλάνου από το πλήρωμα διακυβέρνησης λόγω υποξίας""><br/></span>",Θανάσιμος τραυματισμός,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=6                                        Επιβάτες=115&lt;br&gt;     Θάνατοι Πληρώματος=6                 Θάνατοι Επιβατών=115&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Αεροπλάνο,Μεγάλο,"Λοφώδης περιοχή πλησίον κωμόπολης Γραμματικού, περίπου 33 km βορειοδυτικά του Διεθνούς Αεροδρομίου Αθηνών 38ο 13.894’Β, 23ο 58,214’ΑΝηολόγιο(α): 5B-DBYΑεροπλάνοΜεγάλο"
09/2006,18/07/2006,"31/01/2005
ΣΥΜΒΑΝ",ΣΥΜΒΑΝ,"<span span="""" uk-icon=""info"" uk-tooltip=""Επιβατικό αεροπλάνο εξήλθε του τέλους του διαδρόμου κατά την προσγείωση""><br/></span>",Χωρίς Τραυματισμό,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=4                                        Επιβάτες=23&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=0          Σοβ. Τραυμ. επιβατών=0&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Αεροπλάνο,Μεγάλο,Κρατικός Αερολιμένας ΣαντορίνηςΝηολόγιο(α): SX-DVAΑεροπλάνοΜεγάλο
06/2006,28/04/2006,"28/05/2005
ΑΤΥΧΗΜΑ",ΑΤΥΧΗΜΑ,"<span span="""" uk-icon=""info"" uk-tooltip=""Συντριβή μικρού αεροπλάνου κατά την τελική προσέγγιση λόγω απώλειας στήριξης""><br/></span>",Σοβαρός τραυματισμός,"<span <="""" span="""" uk-icon=""info"" uk-tooltip=""            Πλήρωμα=1                                        Επιβάτες=1&lt;br&gt;     Θάνατοι Πληρώματος=0                 Θάνατοι Επιβατών=0&lt;br&gt;Σοβ. Τραυμ. πληρώματος=1          Σοβ. Τραυμ. επιβατών=1&lt;br&gt;&lt;br&gt;                                  Εκτός αεροσκάφους&lt;br&gt;              άλλοι θάνατοι=0         άλλοι Σοβ. Τραυμ.=0"">
</span>",,,Αεροπλάνο,Μικρό / Ελαφρύ,ΠΕΔΙΟ ΠΡΟΣΓΕΙΩΣΗΣ ΚΩΠΑΪΔΑΣΝηολόγιο(α): SX-ADWΑεροπλάνοΜικρό / Ελαφρύ
